OID_,Value,Count,Red,Green,Blue,Opacity,2001_Code,2001_Class,2005_Code,2005_Class,Class_Name,Bivariate_,1992_Color,1992_Col_1,1992_Col_2,2001_Color,2001_Col_1,2001_Col_2,Change_Red,Change_Gre,Change_Blu
,132,0,0.76,0.63,0.31,1,6,Cultivated,7,Pasture/Hay,Cultivated to Pasture/Hay,607,0.329411765,0.125490196,0,0.756862745,0.62745098,0.309803922,0.756862745,0.62745098,0.309803922
,133,14,0.95,0.73,0.53,1,6,Cultivated,8,Grassland,Cultivated to Grassland,608,0.329411765,0.125490196,0,0.949019608,0.729411765,0.529411765,0.949019608,0.729411765,0.529411765
,134,0,0,0.95,0,1,6,Cultivated,9,Deciduous Forest,Cultivated to Deciduous Forest,609,0.329411765,0.125490196,0,0,0.949019608,0,0,0.949019608,0
,135,44,0,0.23,0,1,6,Cultivated,10,Evergreen Forest,Cultivated to Evergreen Forest,610,0.329411765,0.125490196,0,0,0.22745098,0,0,0.22745098,0
,136,0,0.03,0.63,0.23,1,6,Cultivated,11,Mixed Forest,Cultivated to Mixed Forest,611,0.329411765,0.125490196,0,0.02745098,0.62745098,0.22745098,0.02745098,0.62745098,0.22745098
,137,240,0.43,0.43,0,1,6,Cultivated,12,Scrub/Shrub,Cultivated to Scrub/Shrub,612,0.329411765,0.125490196,0,0.42745098,0.42745098,0,0.42745098,0.42745098,0
,138,0,0,0.36,0.36,1,6,Cultivated,13,Palustrine Forested Wetland,Cultivated to Palustrine Forested Wetland,613,0.329411765,0.125490196,0,0,0.356862745,0.356862745,0,0.356862745,0.356862745
,139,0,0.95,0.43,0,1,6,Cultivated,14,Palustrine Scrub/Shrub Wetland,Cultivated to Palustrine Scrub/Shrub Wetland,614,0.329411765,0.125490196,0,0.949019608,0.42745098,0,0.949019608,0.42745098,0
,140,0,0.95,0,0.95,1,6,Cultivated,15,Palustrine Emergent Wetland,Cultivated to Palustrine Emergent Wetland,615,0.329411765,0.125490196,0,0.949019608,0,0.949019608,0.949019608,0,0.949019608
,141,0,0.24,0,0.24,1,6,Cultivated,16,Estuarine Forested Wetland,Cultivated to Estuarine Forested Wetland,616,0.329411765,0.125490196,0,0.235294118,0,0.235294118,0.235294118,0,0.235294118
,142,0,0.43,0,0.43,1,6,Cultivated,17,Estuarine Scrub/Shrub Wetland,Cultivated to Estuarine Scrub/Shrub Wetland,617,0.329411765,0.125490196,0,0.42745098,0,0.42745098,0.42745098,0,0.42745098
,143,0,0.69,0,0.69,1,6,Cultivated,18,Estuarine Emergent Wetland,Cultivated to Estuarine Emergent Wetland,618,0.329411765,0.125490196,0,0.68627451,0,0.68627451,0.68627451,0,0.68627451
,144,0,0,0.95,0.95,1,6,Cultivated,19,Unconsolidated Shore,Cultivated to Unconsolidated Shore,619,0.329411765,0.125490196,0,0,0.949019608,0.949019608,0,0.949019608,0.949019608
,145,2,0.95,0.95,0,1,6,Cultivated,20,Bare Land,Cultivated to Bare Land,620,0.329411765,0.125490196,0,0.949019608,0.949019608,0,0.949019608,0.949019608,0
,146,0,0,0,0.47,1,6,Cultivated,21,Water,Cultivated to Water,621,0.329411765,0.125490196,0,0,0,0.466666667,0,0,0.466666667
,147,0,0,0,0.95,1,6,Cultivated,22,Palustrine Aquatic Bed,Cultivated to Palustrine Aquatic Bed,622,0.329411765,0.125490196,0,0,0,0.949019608,0,0,0.949019608
,148,0,0.4,0.46,0.86,1,6,Cultivated,23,Estuarine Aquatic Bed,Cultivated to Estuarine Aquatic Bed,623,0.329411765,0.125490196,0,0.4,0.458823529,0.858823529,0.4,0.458823529,0.858823529
,149,0,0.98,0.82,0,1,6,Cultivated,24,Tundra,Cultivated to Tundra,624,0.329411765,0.125490196,0,0.976470588,0.819607843,0,0.976470588,0.819607843,0
,150,0,0.67,0.98,0.94,1,6,Cultivated,25,Snow/Ice,Cultivated to Snow/Ice,625,0.329411765,0.125490196,0,0.666666667,0.976470588,0.937254902,0.666666667,0.976470588,0.937254902
,151,0,0,0,0,1,7,Pasture/Hay,1,Unclassified,Pasture/Hay to Unclassified,701,0.756862745,0.62745098,0.309803922,0,0,0,0,0,0
,152,0,0.95,0.95,0.95,1,7,Pasture/Hay,2,High Intensity Developed,Pasture/Hay to High Intensity Developed,702,0.756862745,0.62745098,0.309803922,0.949019608,0.949019608,0.949019608,0.949019608,0.949019608,0.949019608
,153,5,0.66,0.6,0.66,1,7,Pasture/Hay,3,Medium Intensity Developed,Pasture/Hay to Medium Intensity Developed,703,0.756862745,0.62745098,0.309803922,0.658823529,0.6,0.658823529,0.658823529,0.6,0.658823529
,154,100,0.56,0.46,0.49,1,7,Pasture/Hay,4,Low Intensity Developed,Pasture/Hay to Low Intensity Developed,704,0.756862745,0.62745098,0.309803922,0.556862745,0.458823529,0.48627451,0.556862745,0.458823529,0.48627451
,155,55,0.76,0.8,0.22,1,7,Pasture/Hay,5,Developed Open Space,Pasture/Hay to Developed Open Space,705,0.756862745,0.62745098,0.309803922,0.756862745,0.8,0.219607843,0.756862745,0.8,0.219607843
,156,79,0.33,0.13,0,1,7,Pasture/Hay,6,Cultivated,Pasture/Hay to Cultivated,706,0.756862745,0.62745098,0.309803922,0.329411765,0.125490196,0,0.329411765,0.125490196,0
,157,1732513,0.76,0.85,0.87,1,7,Pasture/Hay,7,Pasture/Hay,Pasture/Hay to Pasture/Hay,707,0.756862745,0.62745098,0.309803922,0.756862745,0.847058824,0.866666667,0.309803922,0.309803922,0.254901961
,158,316,0.95,0.73,0.53,1,7,Pasture/Hay,8,Grassland,Pasture/Hay to Grassland,708,0.756862745,0.62745098,0.309803922,0.949019608,0.729411765,0.529411765,0.949019608,0.729411765,0.529411765
,159,0,0,0.95,0,1,7,Pasture/Hay,9,Deciduous Forest,Pasture/Hay to Deciduous Forest,709,0.756862745,0.62745098,0.309803922,0,0.949019608,0,0,0.949019608,0
,160,8920,0,0.23,0,1,7,Pasture/Hay,10,Evergreen Forest,Pasture/Hay to Evergreen Forest,710,0.756862745,0.62745098,0.309803922,0,0.22745098,0,0,0.22745098,0
,161,0,0.03,0.63,0.23,1,7,Pasture/Hay,11,Mixed Forest,Pasture/Hay to Mixed Forest,711,0.756862745,0.62745098,0.309803922,0.02745098,0.62745098,0.22745098,0.02745098,0.62745098,0.22745098
,162,4756,0.43,0.43,0,1,7,Pasture/Hay,12,Scrub/Shrub,Pasture/Hay to Scrub/Shrub,712,0.756862745,0.62745098,0.309803922,0.42745098,0.42745098,0,0.42745098,0.42745098,0
,163,0,0,0.36,0.36,1,7,Pasture/Hay,13,Palustrine Forested Wetland,Pasture/Hay to Palustrine Forested Wetland,713,0.756862745,0.62745098,0.309803922,0,0.356862745,0.356862745,0,0.356862745,0.356862745
,164,0,0.95,0.43,0,1,7,Pasture/Hay,14,Palustrine Scrub/Shrub Wetland,Pasture/Hay to Palustrine Scrub/Shrub Wetland,714,0.756862745,0.62745098,0.309803922,0.949019608,0.42745098,0,0.949019608,0.42745098,0
,165,3,0.95,0,0.95,1,7,Pasture/Hay,15,Palustrine Emergent Wetland,Pasture/Hay to Palustrine Emergent Wetland,715,0.756862745,0.62745098,0.309803922,0.949019608,0,0.949019608,0.949019608,0,0.949019608
,166,0,0.24,0,0.24,1,7,Pasture/Hay,16,Estuarine Forested Wetland,Pasture/Hay to Estuarine Forested Wetland,716,0.756862745,0.62745098,0.309803922,0.235294118,0,0.235294118,0.235294118,0,0.235294118
,167,0,0.43,0,0.43,1,7,Pasture/Hay,17,Estuarine Scrub/Shrub Wetland,Pasture/Hay to Estuarine Scrub/Shrub Wetland,717,0.756862745,0.62745098,0.309803922,0.42745098,0,0.42745098,0.42745098,0,0.42745098
,168,4,0.69,0,0.69,1,7,Pasture/Hay,18,Estuarine Emergent Wetland,Pasture/Hay to Estuarine Emergent Wetland,718,0.756862745,0.62745098,0.309803922,0.68627451,0,0.68627451,0.68627451,0,0.68627451
,169,0,0,0.95,0.95,1,7,Pasture/Hay,19,Unconsolidated Shore,Pasture/Hay to Unconsolidated Shore,719,0.756862745,0.62745098,0.309803922,0,0.949019608,0.949019608,0,0.949019608,0.949019608
,170,60,0.95,0.95,0,1,7,Pasture/Hay,20,Bare Land,Pasture/Hay to Bare Land,720,0.756862745,0.62745098,0.309803922,0.949019608,0.949019608,0,0.949019608,0.949019608,0
,171,0,0,0,0.47,1,7,Pasture/Hay,21,Water,Pasture/Hay to Water,721,0.756862745,0.62745098,0.309803922,0,0,0.466666667,0,0,0.466666667
,172,0,0,0,0.95,1,7,Pasture/Hay,22,Palustrine Aquatic Bed,Pasture/Hay to Palustrine Aquatic Bed,722,0.756862745,0.62745098,0.309803922,0,0,0.949019608,0,0,0.949019608
,173,0,0.4,0.46,0.86,1,7,Pasture/Hay,23,Estuarine Aquatic Bed,Pasture/Hay to Estuarine Aquatic Bed,723,0.756862745,0.62745098,0.309803922,0.4,0.458823529,0.858823529,0.4,0.458823529,0.858823529
,174,0,0.98,0.82,0,1,7,Pasture/Hay,24,Tundra,Pasture/Hay to Tundra,724,0.756862745,0.62745098,0.309803922,0.976470588,0.819607843,0,0.976470588,0.819607843,0
,175,0,0.67,0.98,0.94,1,7,Pasture/Hay,25,Snow/Ice,Pasture/Hay to Snow/Ice,725,0.756862745,0.62745098,0.309803922,0.666666667,0.976470588,0.937254902,0.666666667,0.976470588,0.937254902
,176,0,0,0,0,1,8,Grassland,1,Unclassified,Grassland to Unclassified,801,0.949019608,0.729411765,0.529411765,0,0,0,0,0,0
,177,307,0.95,0.95,0.95,1,8,Grassland,2,High Intensity Developed,Grassland to High Intensity Developed,802,0.949019608,0.729411765,0.529411765,0.949019608,0.949019608,0.949019608,0.949019608,0.949019608,0.949019608
,178,589,0.66,0.6,0.66,1,8,Grassland,3,Medium Intensity Developed,Grassland to Medium Intensity Developed,803,0.949019608,0.729411765,0.529411765,0.658823529,0.6,0.658823529,0.658823529,0.6,0.658823529
,179,1088,0.56,0.46,0.49,1,8,Grassland,4,Low Intensity Developed,Grassland to Low Intensity Developed,804,0.949019608,0.729411765,0.529411765,0.556862745,0.458823529,0.48627451,0.556862745,0.458823529,0.48627451
,180,548,0.76,0.8,0.22,1,8,Grassland,5,Developed Open Space,Grassland to Developed Open Space,805,0.949019608,0.729411765,0.529411765,0.756862745,0.8,0.219607843,0.756862745,0.8,0.219607843
,181,741,0.33,0.13,0,1,8,Grassland,6,Cultivated,Grassland to Cultivated,806,0.949019608,0.729411765,0.529411765,0.329411765,0.125490196,0,0.329411765,0.125490196,0
,182,355,0.76,0.63,0.31,1,8,Grassland,7,Pasture/Hay,Grassland to Pasture/Hay,807,0.949019608,0.729411765,0.529411765,0.756862745,0.62745098,0.309803922,0.756862745,0.62745098,0.309803922
,183,832096,0.76,0.85,0.87,1,8,Grassland,8,Grassland,Grassland to Grassland,808,0.949019608,0.729411765,0.529411765,0.756862745,0.847058824,0.866666667,0.309803922,0.309803922,0.254901961
,184,0,0,0.95,0,1,8,Grassland,9,Deciduous Forest,Grassland to Deciduous Forest,809,0.949019608,0.729411765,0.529411765,0,0.949019608,0,0,0.949019608,0
,185,13091,0,0.23,0,1,8,Grassland,10,Evergreen Forest,Grassland to Evergreen Forest,810,0.949019608,0.729411765,0.529411765,0,0.22745098,0,0,0.22745098,0
,186,0,0.03,0.63,0.23,1,8,Grassland,11,Mixed Forest,Grassland to Mixed Forest,811,0.949019608,0.729411765,0.529411765,0.02745098,0.62745098,0.22745098,0.02745098,0.62745098,0.22745098
,187,4210,0.43,0.43,0,1,8,Grassland,12,Scrub/Shrub,Grassland to Scrub/Shrub,812,0.949019608,0.729411765,0.529411765,0.42745098,0.42745098,0,0.42745098,0.42745098,0
,188,0,0,0.36,0.36,1,8,Grassland,13,Palustrine Forested Wetland,Grassland to Palustrine Forested Wetland,813,0.949019608,0.729411765,0.529411765,0,0.356862745,0.356862745,0,0.356862745,0.356862745
,189,0,0.95,0.43,0,1,8,Grassland,14,Palustrine Scrub/Shrub Wetland,Grassland to Palustrine Scrub/Shrub Wetland,814,0.949019608,0.729411765,0.529411765,0.949019608,0.42745098,0,0.949019608,0.42745098,0
,190,0,0.95,0,0.95,1,8,Grassland,15,Palustrine Emergent Wetland,Grassland to Palustrine Emergent Wetland,815,0.949019608,0.729411765,0.529411765,0.949019608,0,0.949019608,0.949019608,0,0.949019608
,191,0,0.24,0,0.24,1,8,Grassland,16,Estuarine Forested Wetland,Grassland to Estuarine Forested Wetland,816,0.949019608,0.729411765,0.529411765,0.235294118,0,0.235294118,0.235294118,0,0.235294118
,192,0,0.43,0,0.43,1,8,Grassland,17,Estuarine Scrub/Shrub Wetland,Grassland to Estuarine Scrub/Shrub Wetland,817,0.949019608,0.729411765,0.529411765,0.42745098,0,0.42745098,0.42745098,0,0.42745098
,193,0,0.69,0,0.69,1,8,Grassland,18,Estuarine Emergent Wetland,Grassland to Estuarine Emergent Wetland,818,0.949019608,0.729411765,0.529411765,0.68627451,0,0.68627451,0.68627451,0,0.68627451
,194,0,0,0.95,0.95,1,8,Grassland,19,Unconsolidated Shore,Grassland to Unconsolidated Shore,819,0.949019608,0.729411765,0.529411765,0,0.949019608,0.949019608,0,0.949019608,0.949019608
,195,2034,0.95,0.95,0,1,8,Grassland,20,Bare Land,Grassland to Bare Land,820,0.949019608,0.729411765,0.529411765,0.949019608,0.949019608,0,0.949019608,0.949019608,0
,196,1,0,0,0.47,1,8,Grassland,21,Water,Grassland to Water,821,0.949019608,0.729411765,0.529411765,0,0,0.466666667,0,0,0.466666667
,197,0,0,0,0.95,1,8,Grassland,22,Palustrine Aquatic Bed,Grassland to Palustrine Aquatic Bed,822,0.949019608,0.729411765,0.529411765,0,0,0.949019608,0,0,0.949019608
,198,0,0.4,0.46,0.86,1,8,Grassland,23,Estuarine Aquatic Bed,Grassland to Estuarine Aquatic Bed,823,0.949019608,0.729411765,0.529411765,0.4,0.458823529,0.858823529,0.4,0.458823529,0.858823529
,199,0,0.98,0.82,0,1,8,Grassland,24,Tundra,Grassland to Tundra,824,0.949019608,0.729411765,0.529411765,0.976470588,0.819607843,0,0.976470588,0.819607843,0
,200,0,0.67,0.98,0.94,1,8,Grassland,25,Snow/Ice,Grassland to Snow/Ice,825,0.949019608,0.729411765,0.529411765,0.666666667,0.976470588,0.937254902,0.666666667,0.976470588,0.937254902
,201,0,0,0,0,1,9,Deciduous Forest,1,Unclassified,Deciduous Forest to Unclassified,901,0,0.949019608,0,0,0,0,0,0,0
,202,0,0.95,0.95,0.95,1,9,Deciduous Forest,2,High Intensity Developed,Deciduous Forest to High Intensity Developed,902,0,0.949019608,0,0.949019608,0.949019608,0.949019608,0.949019608,0.949019608,0.949019608
,203,0,0.66,0.6,0.66,1,9,Deciduous Forest,3,Medium Intensity Developed,Deciduous Forest to Medium Intensity Developed,903,0,0.949019608,0,0.658823529,0.6,0.658823529,0.658823529,0.6,0.658823529
,204,0,0.56,0.46,0.49,1,9,Deciduous Forest,4,Low Intensity Developed,Deciduous Forest to Low Intensity Developed,904,0,0.949019608,0,0.556862745,0.458823529,0.48627451,0.556862745,0.458823529,0.48627451
,205,0,0.76,0.8,0.22,1,9,Deciduous Forest,5,Developed Open Space,Deciduous Forest to Developed Open Space,905,0,0.949019608,0,0.756862745,0.8,0.219607843,0.756862745,0.8,0.219607843
,206,0,0.33,0.13,0,1,9,Deciduous Forest,6,Cultivated,Deciduous Forest to Cultivated,906,0,0.949019608,0,0.329411765,0.125490196,0,0.329411765,0.125490196,0
,207,0,0.76,0.63,0.31,1,9,Deciduous Forest,7,Pasture/Hay,Deciduous Forest to Pasture/Hay,907,0,0.949019608,0,0.756862745,0.62745098,0.309803922,0.756862745,0.62745098,0.309803922
,208,0,0.95,0.73,0.53,1,9,Deciduous Forest,8,Grassland,Deciduous Forest to Grassland,908,0,0.949019608,0,0.949019608,0.729411765,0.529411765,0.949019608,0.729411765,0.529411765
,209,0,0.76,0.85,0.87,1,9,Deciduous Forest,9,Deciduous Forest,Deciduous Forest to Deciduous Forest,909,0,0.949019608,0,0.756862745,0.847058824,0.866666667,0.309803922,0.309803922,0.254901961
,210,0,0,0.23,0,1,9,Deciduous Forest,10,Evergreen Forest,Deciduous Forest to Evergreen Forest,910,0,0.949019608,0,0,0.22745098,0,0,0.22745098,0
,211,0,0.03,0.63,0.23,1,9,Deciduous Forest,11,Mixed Forest,Deciduous Forest to Mixed Forest,911,0,0.949019608,0,0.02745098,0.62745098,0.22745098,0.02745098,0.62745098,0.22745098
,212,0,0.43,0.43,0,1,9,Deciduous Forest,12,Scrub/Shrub,Deciduous Forest to Scrub/Shrub,912,0,0.949019608,0,0.42745098,0.42745098,0,0.42745098,0.42745098,0
,213,0,0,0.36,0.36,1,9,Deciduous Forest,13,Palustrine Forested Wetland,Deciduous Forest to Palustrine Forested Wetland,913,0,0.949019608,0,0,0.356862745,0.356862745,0,0.356862745,0.356862745
,214,0,0.95,0.43,0,1,9,Deciduous Forest,14,Palustrine Scrub/Shrub Wetland,Deciduous Forest to Palustrine Scrub/Shrub Wetland,914,0,0.949019608,0,0.949019608,0.42745098,0,0.949019608,0.42745098,0
,215,0,0.95,0,0.95,1,9,Deciduous Forest,15,Palustrine Emergent Wetland,Deciduous Forest to Palustrine Emergent Wetland,915,0,0.949019608,0,0.949019608,0,0.949019608,0.949019608,0,0.949019608
,216,0,0.24,0,0.24,1,9,Deciduous Forest,16,Estuarine Forested Wetland,Deciduous Forest to Estuarine Forested Wetland,916,0,0.949019608,0,0.235294118,0,0.235294118,0.235294118,0,0.235294118
,217,0,0.43,0,0.43,1,9,Deciduous Forest,17,Estuarine Scrub/Shrub Wetland,Deciduous Forest to Estuarine Scrub/Shrub Wetland,917,0,0.949019608,0,0.42745098,0,0.42745098,0.42745098,0,0.42745098
,218,0,0.69,0,0.69,1,9,Deciduous Forest,18,Estuarine Emergent Wetland,Deciduous Forest to Estuarine Emergent Wetland,918,0,0.949019608,0,0.68627451,0,0.68627451,0.68627451,0,0.68627451
,219,0,0,0.95,0.95,1,9,Deciduous Forest,19,Unconsolidated Shore,Deciduous Forest to Unconsolidated Shore,919,0,0.949019608,0,0,0.949019608,0.949019608,0,0.949019608,0.949019608
,220,0,0.95,0.95,0,1,9,Deciduous Forest,20,Bare Land,Deciduous Forest to Bare Land,920,0,0.949019608,0,0.949019608,0.949019608,0,0.949019608,0.949019608,0
,221,0,0,0,0.47,1,9,Deciduous Forest,21,Water,Deciduous Forest to Water,921,0,0.949019608,0,0,0,0.466666667,0,0,0.466666667
,222,0,0,0,0.95,1,9,Deciduous Forest,22,Palustrine Aquatic Bed,Deciduous Forest to Palustrine Aquatic Bed,922,0,0.949019608,0,0,0,0.949019608,0,0,0.949019608
,223,0,0.4,0.46,0.86,1,9,Deciduous Forest,23,Estuarine Aquatic Bed,Deciduous Forest to Estuarine Aquatic Bed,923,0,0.949019608,0,0.4,0.458823529,0.858823529,0.4,0.458823529,0.858823529
,224,0,0.98,0.82,0,1,9,Deciduous Forest,24,Tundra,Deciduous Forest to Tundra,924,0,0.949019608,0,0.976470588,0.819607843,0,0.976470588,0.819607843,0
,225,0,0.67,0.98,0.94,1,9,Deciduous Forest,25,Snow/Ice,Deciduous Forest to Snow/Ice,925,0,0.949019608,0,0.666666667,0.976470588,0.937254902,0.666666667,0.976470588,0.937254902
,226,0,0,0,0,1,10,Evergreen Forest,1,Unclassified,Evergreen Forest to Unclassified,1001,0,0.22745098,0,0,0,0,0,0,0
,227,53,0.95,0.95,0.95,1,10,Evergreen Forest,2,High Intensity Developed,Evergreen Forest to High Intensity Developed,1002,0,0.22745098,0,0.949019608,0.949019608,0.949019608,0.949019608,0.949019608,0.949019608
,228,92,0.66,0.6,0.66,1,10,Evergreen Forest,3,Medium Intensity Developed,Evergreen Forest to Medium Intensity Developed,1003,0,0.22745098,0,0.658823529,0.6,0.658823529,0.658823529,0.6,0.658823529
,229,380,0.56,0.46,0.49,1,10,Evergreen Forest,4,Low Intensity Developed,Evergreen Forest to Low Intensity Developed,1004,0,0.22745098,0,0.556862745,0.458823529,0.48627451,0.556862745,0.458823529,0.48627451
,230,111,0.76,0.8,0.22,1,10,Evergreen Forest,5,Developed Open Space,Evergreen Forest to Developed Open Space,1005,0,0.22745098,0,0.756862745,0.8,0.219607843,0.756862745,0.8,0.219607843
,231,82,0.33,0.13,0,1,10,Evergreen Forest,6,Cultivated,Evergreen Forest to Cultivated,1006,0,0.22745098,0,0.329411765,0.125490196,0,0.329411765,0.125490196,0
,232,607,0.76,0.63,0.31,1,10,Evergreen Forest,7,Pasture/Hay,Evergreen Forest to Pasture/Hay,1007,0,0.22745098,0,0.756862745,0.62745098,0.309803922,0.756862745,0.62745098,0.309803922
,233,526,0.95,0.73,0.53,1,10,Evergreen Forest,8,Grassland,Evergreen Forest to Grassland,1008,0,0.22745098,0,0.949019608,0.729411765,0.529411765,0.949019608,0.729411765,0.529411765
,234,0,0,0.95,0,1,10,Evergreen Forest,9,Deciduous Forest,Evergreen Forest to Deciduous Forest,1009,0,0.22745098,0,0,0.949019608,0,0,0.949019608,0
,235,3350320,0.76,0.85,0.87,1,10,Evergreen Forest,10,Evergreen Forest,Evergreen Forest to Evergreen Forest,1010,0,0.22745098,0,0.756862745,0.847058824,0.866666667,0.309803922,0.309803922,0.254901961
,236,0,0.03,0.63,0.23,1,10,Evergreen Forest,11,Mixed Forest,Evergreen Forest to Mixed Forest,1011,0,0.22745098,0,0.02745098,0.62745098,0.22745098,0.02745098,0.62745098,0.22745098
,237,444,0.43,0.43,0,1,10,Evergreen Forest,12,Scrub/Shrub,Evergreen Forest to Scrub/Shrub,1012,0,0.22745098,0,0.42745098,0.42745098,0,0.42745098,0.42745098,0
,238,42,0,0.36,0.36,1,10,Evergreen Forest,13,Palustrine Forested Wetland,Evergreen Forest to Palustrine Forested Wetland,1013,0,0.22745098,0,0,0.356862745,0.356862745,0,0.356862745,0.356862745
,239,14,0.95,0.43,0,1,10,Evergreen Forest,14,Palustrine Scrub/Shrub Wetland,Evergreen Forest to Palustrine Scrub/Shrub Wetland,1014,0,0.22745098,0,0.949019608,0.42745098,0,0.949019608,0.42745098,0
,240,11,0.95,0,0.95,1,10,Evergreen Forest,15,Palustrine Emergent Wetland,Evergreen Forest to Palustrine Emergent Wetland,1015,0,0.22745098,0,0.949019608,0,0.949019608,0.949019608,0,0.949019608
,241,0,0.24,0,0.24,1,10,Evergreen Forest,16,Estuarine Forested Wetland,Evergreen Forest to Estuarine Forested Wetland,1016,0,0.22745098,0,0.235294118,0,0.235294118,0.235294118,0,0.235294118
,242,0,0.43,0,0.43,1,10,Evergreen Forest,17,Estuarine Scrub/Shrub Wetland,Evergreen Forest to Estuarine Scrub/Shrub Wetland,1017,0,0.22745098,0,0.42745098,0,0.42745098,0.42745098,0,0.42745098
,243,7,0.69,0,0.69,1,10,Evergreen Forest,18,Estuarine Emergent Wetland,Evergreen Forest to Estuarine Emergent Wetland,1018,0,0.22745098,0,0.68627451,0,0.68627451,0.68627451,0,0.68627451
,244,0,0,0.95,0.95,1,10,Evergreen Forest,19,Unconsolidated Shore,Evergreen Forest to Unconsolidated Shore,1019,0,0.22745098,0,0,0.949019608,0.949019608,0,0.949019608,0.949019608
,245,2371,0.95,0.95,0,1,10,Evergreen Forest,20,Bare Land,Evergreen Forest to Bare Land,1020,0,0.22745098,0,0.949019608,0.949019608,0,0.949019608,0.949019608,0
,246,43,0,0,0.47,1,10,Evergreen Forest,21,Water,Evergreen Forest to Water,1021,0,0.22745098,0,0,0,0.466666667,0,0,0.466666667
,247,0,0,0,0.95,1,10,Evergreen Forest,22,Palustrine Aquatic Bed,Evergreen Forest to Palustrine Aquatic Bed,1022,0,0.22745098,0,0,0,0.949019608,0,0,0.949019608
,248,0,0.4,0.46,0.86,1,10,Evergreen Forest,23,Estuarine Aquatic Bed,Evergreen Forest to Estuarine Aquatic Bed,1023,0,0.22745098,0,0.4,0.458823529,0.858823529,0.4,0.458823529,0.858823529
,249,0,0.98,0.82,0,1,10,Evergreen Forest,24,Tundra,Evergreen Forest to Tundra,1024,0,0.22745098,0,0.976470588,0.819607843,0,0.976470588,0.819607843,0
,250,0,0.67,0.98,0.94,1,10,Evergreen Forest,25,Snow/Ice,Evergreen Forest to Snow/Ice,1025,0,0.22745098,0,0.666666667,0.976470588,0.937254902,0.666666667,0.976470588,0.937254902
,251,0,0,0,0,1,11,Mixed Forest,1,Unclassified,Mixed Forest to Unclassified,1101,0.02745098,0.62745098,0.22745098,0,0,0,0,0,0
,252,0,0.95,0.95,0.95,1,11,Mixed Forest,2,High Intensity Developed,Mixed Forest to High Intensity Developed,1102,0.02745098,0.62745098,0.22745098,0.949019608,0.949019608,0.949019608,0.949019608,0.949019608,0.949019608
,253,0,0.66,0.6,0.66,1,11,Mixed Forest,3,Medium Intensity Developed,Mixed Forest to Medium Intensity Developed,1103,0.02745098,0.62745098,0.22745098,0.658823529,0.6,0.658823529,0.658823529,0.6,0.658823529
,254,0,0.56,0.46,0.49,1,11,Mixed Forest,4,Low Intensity Developed,Mixed Forest to Low Intensity Developed,1104,0.02745098,0.62745098,0.22745098,0.556862745,0.458823529,0.48627451,0.556862745,0.458823529,0.48627451
,255,0,0.76,0.8,0.22,1,11,Mixed Forest,5,Developed Open Space,Mixed Forest to Developed Open Space,1105,0.02745098,0.62745098,0.22745098,0.756862745,0.8,0.219607843,0.756862745,0.8,0.219607843
,256,0,0.33,0.13,0,1,11,Mixed Forest,6,Cultivated,Mixed Forest to Cultivated,1106,0.02745098,0.62745098,0.22745098,0.329411765,0.125490196,0,0.329411765,0.125490196,0
,257,0,0.76,0.63,0.31,1,11,Mixed Forest,7,Pasture/Hay,Mixed Forest to Pasture/Hay,1107,0.02745098,0.62745098,0.22745098,0.756862745,0.62745098,0.309803922,0.756862745,0.62745098,0.309803922
,258,0,0.95,0.73,0.53,1,11,Mixed Forest,8,Grassland,Mixed Forest to Grassland,1108,0.02745098,0.62745098,0.22745098,0.949019608,0.729411765,0.529411765,0.949019608,0.729411765,0.529411765
,259,0,0,0.95,0,1,11,Mixed Forest,9,Deciduous Forest,Mixed Forest to Deciduous Forest,1109,0.02745098,0.62745098,0.22745098,0,0.949019608,0,0,0.949019608,0
,260,0,0,0.23,0,1,11,Mixed Forest,10,Evergreen Forest,Mixed Forest to Evergreen Forest,1110,0.02745098,0.62745098,0.22745098,0,0.22745098,0,0,0.22745098,0
,261,0,0.76,0.85,0.87,1,11,Mixed Forest,11,Mixed Forest,Mixed Forest to Mixed Forest,1111,0.02745098,0.62745098,0.22745098,0.756862745,0.847058824,0.866666667,0.309803922,0.309803922,0.254901961
,262,0,0.43,0.43,0,1,11,Mixed Forest,12,Scrub/Shrub,Mixed Forest to Scrub/Shrub,1112,0.02745098,0.62745098,0.22745098,0.42745098,0.42745098,0,0.42745098,0.42745098,0
,263,0,0,0.36,0.36,1,11,Mixed Forest,13,Palustrine Forested Wetland,Mixed Forest to Palustrine Forested Wetland,1113,0.02745098,0.62745098,0.22745098,0,0.356862745,0.356862745,0,0.356862745,0.356862745
,264,0,0.95,0.43,0,1,11,Mixed Forest,14,Palustrine Scrub/Shrub Wetland,Mixed Forest to Palustrine Scrub/Shrub Wetland,1114,0.02745098,0.62745098,0.22745098,0.949019608,0.42745098,0,0.949019608,0.42745098,0
,265,0,0.95,0,0.95,1,11,Mixed Forest,15,Palustrine Emergent Wetland,Mixed Forest to Palustrine Emergent Wetland,1115,0.02745098,0.62745098,0.22745098,0.949019608,0,0.949019608,0.949019608,0,0.949019608
,266,0,0.24,0,0.24,1,11,Mixed Forest,16,Estuarine Forested Wetland,Mixed Forest to Estuarine Forested Wetland,1116,0.02745098,0.62745098,0.22745098,0.235294118,0,0.235294118,0.235294118,0,0.235294118
