OID_,Value,Count,hi_maui_co,hi_maui__1,Red,Green,Blue,Opacity,1992_Code,1992_Class,2001_Code,2001_Class,Class_Name,Bivariate_,1992_Color,1992_Col_1,1992_Col_2,2001_Color,2001_Col_1,2001_Col_2,Change_Red,Change_Gre,Change_Blu
,157,178896.000000000000000,7,7,194,217,222,255,7,Pasture/Hay,7,Pasture/Hay,Pasture/Hay to Pasture/Hay,707,0.756862745098000,0.627450980392000,0.309803921569000,0.756862745098000,0.847058823529000,0.866666666667000,0.309803921569000,0.309803921569000,0.254901960784000
,158,4.000000000000000,7,8,242,186,135,255,7,Pasture/Hay,8,Grassland,Pasture/Hay to Grassland,708,0.756862745098000,0.627450980392000,0.309803921569000,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.729411764706000,0.529411764706000
,159,0.000000000000000,7,9,0,242,0,255,7,Pasture/Hay,9,Deciduous Forest,Pasture/Hay to Deciduous Forest,709,0.756862745098000,0.627450980392000,0.309803921569000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000
,160,564.000000000000000,7,10,0,59,0,255,7,Pasture/Hay,10,Evergreen Forest,Pasture/Hay to Evergreen Forest,710,0.756862745098000,0.627450980392000,0.309803921569000,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000
,161,0.000000000000000,7,11,8,161,59,255,7,Pasture/Hay,11,Mixed Forest,Pasture/Hay to Mixed Forest,711,0.756862745098000,0.627450980392000,0.309803921569000,0.027450980392200,0.627450980392000,0.227450980392000,0.027450980392200,0.627450980392000,0.227450980392000
,162,285.000000000000000,7,12,110,110,0,255,7,Pasture/Hay,12,Scrub/Shrub,Pasture/Hay to Scrub/Shrub,712,0.756862745098000,0.627450980392000,0.309803921569000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000
,163,0.000000000000000,7,13,0,92,92,255,7,Pasture/Hay,13,Palustrine Forested Wetland,Pasture/Hay to Palustrine Forested Wetland,713,0.756862745098000,0.627450980392000,0.309803921569000,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.356862745098000,0.356862745098000
,164,0.000000000000000,7,14,242,110,0,255,7,Pasture/Hay,14,Palustrine Scrub/Shrub Wetland,Pasture/Hay to Palustrine Scrub/Shrub Wetland,714,0.756862745098000,0.627450980392000,0.309803921569000,0.949019607843000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000
,165,0.000000000000000,7,15,242,0,242,255,7,Pasture/Hay,15,Palustrine Emergent Wetland,Pasture/Hay to Palustrine Emergent Wetland,715,0.756862745098000,0.627450980392000,0.309803921569000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000
,166,0.000000000000000,7,16,61,0,61,255,7,Pasture/Hay,16,Estuarine Forested Wetland,Pasture/Hay to Estuarine Forested Wetland,716,0.756862745098000,0.627450980392000,0.309803921569000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000
,167,0.000000000000000,7,17,110,0,110,255,7,Pasture/Hay,17,Estuarine Scrub/Shrub Wetland,Pasture/Hay to Estuarine Scrub/Shrub Wetland,717,0.756862745098000,0.627450980392000,0.309803921569000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000
,168,0.000000000000000,7,18,176,0,176,255,7,Pasture/Hay,18,Estuarine Emergent Wetland,Pasture/Hay to Estuarine Emergent Wetland,718,0.756862745098000,0.627450980392000,0.309803921569000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000
,169,0.000000000000000,7,19,0,242,242,255,7,Pasture/Hay,19,Unconsolidated Shore,Pasture/Hay to Unconsolidated Shore,719,0.756862745098000,0.627450980392000,0.309803921569000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000
,170,30.000000000000000,7,20,242,242,0,255,7,Pasture/Hay,20,Bare Land,Pasture/Hay to Bare Land,720,0.756862745098000,0.627450980392000,0.309803921569000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000
,171,83.000000000000000,7,21,0,0,120,255,7,Pasture/Hay,21,Water,Pasture/Hay to Water,721,0.756862745098000,0.627450980392000,0.309803921569000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000
,172,0.000000000000000,7,22,0,0,242,255,7,Pasture/Hay,22,Palustrine Aquatic Bed,Pasture/Hay to Palustrine Aquatic Bed,722,0.756862745098000,0.627450980392000,0.309803921569000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000
,173,0.000000000000000,7,23,102,117,219,255,7,Pasture/Hay,23,Estuarine Aquatic Bed,Pasture/Hay to Estuarine Aquatic Bed,723,0.756862745098000,0.627450980392000,0.309803921569000,0.400000000000000,0.458823529412000,0.858823529412000,0.400000000000000,0.458823529412000,0.858823529412000
,174,0.000000000000000,7,24,250,209,0,255,7,Pasture/Hay,24,Tundra,Pasture/Hay to Tundra,724,0.756862745098000,0.627450980392000,0.309803921569000,0.976470588235000,0.819607843137000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000
,175,0.000000000000000,7,25,171,250,240,255,7,Pasture/Hay,25,Snow/Ice,Pasture/Hay to Snow/Ice,725,0.756862745098000,0.627450980392000,0.309803921569000,0.666666666667000,0.976470588235000,0.937254901961000,0.666666666667000,0.976470588235000,0.937254901961000
,176,0.000000000000000,8,1,0,0,0,255,8,Grassland,1,Unclassified,Grassland to Unclassified,801,0.949019607843000,0.729411764706000,0.529411764706000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
,177,303.000000000000000,8,2,242,242,242,255,8,Grassland,2,High Intensity Developed,Grassland to High Intensity Developed,802,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000
,178,438.000000000000000,8,3,168,153,168,255,8,Grassland,3,Medium Intensity Developed,Grassland to Medium Intensity Developed,803,0.949019607843000,0.729411764706000,0.529411764706000,0.658823529412000,0.600000000000000,0.658823529412000,0.658823529412000,0.600000000000000,0.658823529412000
,179,947.000000000000000,8,4,143,117,125,255,8,Grassland,4,Low Intensity Developed,Grassland to Low Intensity Developed,804,0.949019607843000,0.729411764706000,0.529411764706000,0.556862745098000,0.458823529412000,0.486274509804000,0.556862745098000,0.458823529412000,0.486274509804000
,180,1797.000000000000000,8,5,194,204,56,255,8,Grassland,5,Developed Open Space,Grassland to Developed Open Space,805,0.949019607843000,0.729411764706000,0.529411764706000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000
,181,25.000000000000000,8,6,84,33,0,255,8,Grassland,6,Cultivated,Grassland to Cultivated,806,0.949019607843000,0.729411764706000,0.529411764706000,0.329411764706000,0.125490196078000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000
,182,7.000000000000000,8,7,194,161,79,255,8,Grassland,7,Pasture/Hay,Grassland to Pasture/Hay,807,0.949019607843000,0.729411764706000,0.529411764706000,0.756862745098000,0.627450980392000,0.309803921569000,0.756862745098000,0.627450980392000,0.309803921569000
,183,414705.000000000000000,8,8,194,217,222,255,8,Grassland,8,Grassland,Grassland to Grassland,808,0.949019607843000,0.729411764706000,0.529411764706000,0.756862745098000,0.847058823529000,0.866666666667000,0.309803921569000,0.309803921569000,0.254901960784000
,184,0.000000000000000,8,9,0,242,0,255,8,Grassland,9,Deciduous Forest,Grassland to Deciduous Forest,809,0.949019607843000,0.729411764706000,0.529411764706000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000
,185,402.000000000000000,8,10,0,59,0,255,8,Grassland,10,Evergreen Forest,Grassland to Evergreen Forest,810,0.949019607843000,0.729411764706000,0.529411764706000,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000
,186,0.000000000000000,8,11,8,161,59,255,8,Grassland,11,Mixed Forest,Grassland to Mixed Forest,811,0.949019607843000,0.729411764706000,0.529411764706000,0.027450980392200,0.627450980392000,0.227450980392000,0.027450980392200,0.627450980392000,0.227450980392000
,187,757.000000000000000,8,12,110,110,0,255,8,Grassland,12,Scrub/Shrub,Grassland to Scrub/Shrub,812,0.949019607843000,0.729411764706000,0.529411764706000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000
,188,0.000000000000000,8,13,0,92,92,255,8,Grassland,13,Palustrine Forested Wetland,Grassland to Palustrine Forested Wetland,813,0.949019607843000,0.729411764706000,0.529411764706000,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.356862745098000,0.356862745098000
,189,0.000000000000000,8,14,242,110,0,255,8,Grassland,14,Palustrine Scrub/Shrub Wetland,Grassland to Palustrine Scrub/Shrub Wetland,814,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000
,190,0.000000000000000,8,15,242,0,242,255,8,Grassland,15,Palustrine Emergent Wetland,Grassland to Palustrine Emergent Wetland,815,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000
,191,0.000000000000000,8,16,61,0,61,255,8,Grassland,16,Estuarine Forested Wetland,Grassland to Estuarine Forested Wetland,816,0.949019607843000,0.729411764706000,0.529411764706000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000
,192,0.000000000000000,8,17,110,0,110,255,8,Grassland,17,Estuarine Scrub/Shrub Wetland,Grassland to Estuarine Scrub/Shrub Wetland,817,0.949019607843000,0.729411764706000,0.529411764706000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000
,193,0.000000000000000,8,18,176,0,176,255,8,Grassland,18,Estuarine Emergent Wetland,Grassland to Estuarine Emergent Wetland,818,0.949019607843000,0.729411764706000,0.529411764706000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000
,194,0.000000000000000,8,19,0,242,242,255,8,Grassland,19,Unconsolidated Shore,Grassland to Unconsolidated Shore,819,0.949019607843000,0.729411764706000,0.529411764706000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000
,195,261.000000000000000,8,20,242,242,0,255,8,Grassland,20,Bare Land,Grassland to Bare Land,820,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000
,196,1.000000000000000,8,21,0,0,120,255,8,Grassland,21,Water,Grassland to Water,821,0.949019607843000,0.729411764706000,0.529411764706000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000
,197,0.000000000000000,8,22,0,0,242,255,8,Grassland,22,Palustrine Aquatic Bed,Grassland to Palustrine Aquatic Bed,822,0.949019607843000,0.729411764706000,0.529411764706000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000
,198,0.000000000000000,8,23,102,117,219,255,8,Grassland,23,Estuarine Aquatic Bed,Grassland to Estuarine Aquatic Bed,823,0.949019607843000,0.729411764706000,0.529411764706000,0.400000000000000,0.458823529412000,0.858823529412000,0.400000000000000,0.458823529412000,0.858823529412000
,199,0.000000000000000,8,24,250,209,0,255,8,Grassland,24,Tundra,Grassland to Tundra,824,0.949019607843000,0.729411764706000,0.529411764706000,0.976470588235000,0.819607843137000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000
,200,0.000000000000000,8,25,171,250,240,255,8,Grassland,25,Snow/Ice,Grassland to Snow/Ice,825,0.949019607843000,0.729411764706000,0.529411764706000,0.666666666667000,0.976470588235000,0.937254901961000,0.666666666667000,0.976470588235000,0.937254901961000
,201,0.000000000000000,9,1,0,0,0,255,9,Deciduous Forest,1,Unclassified,Deciduous Forest to Unclassified,901,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
,202,0.000000000000000,9,2,242,242,242,255,9,Deciduous Forest,2,High Intensity Developed,Deciduous Forest to High Intensity Developed,902,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000
,203,0.000000000000000,9,3,168,153,168,255,9,Deciduous Forest,3,Medium Intensity Developed,Deciduous Forest to Medium Intensity Developed,903,0.000000000000000,0.949019607843000,0.000000000000000,0.658823529412000,0.600000000000000,0.658823529412000,0.658823529412000,0.600000000000000,0.658823529412000
,204,0.000000000000000,9,4,143,117,125,255,9,Deciduous Forest,4,Low Intensity Developed,Deciduous Forest to Low Intensity Developed,904,0.000000000000000,0.949019607843000,0.000000000000000,0.556862745098000,0.458823529412000,0.486274509804000,0.556862745098000,0.458823529412000,0.486274509804000
,205,0.000000000000000,9,5,194,204,56,255,9,Deciduous Forest,5,Developed Open Space,Deciduous Forest to Developed Open Space,905,0.000000000000000,0.949019607843000,0.000000000000000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000
,206,0.000000000000000,9,6,84,33,0,255,9,Deciduous Forest,6,Cultivated,Deciduous Forest to Cultivated,906,0.000000000000000,0.949019607843000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000
,207,0.000000000000000,9,7,194,161,79,255,9,Deciduous Forest,7,Pasture/Hay,Deciduous Forest to Pasture/Hay,907,0.000000000000000,0.949019607843000,0.000000000000000,0.756862745098000,0.627450980392000,0.309803921569000,0.756862745098000,0.627450980392000,0.309803921569000
,208,0.000000000000000,9,8,242,186,135,255,9,Deciduous Forest,8,Grassland,Deciduous Forest to Grassland,908,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.729411764706000,0.529411764706000
,209,0.000000000000000,9,9,194,217,222,255,9,Deciduous Forest,9,Deciduous Forest,Deciduous Forest to Deciduous Forest,909,0.000000000000000,0.949019607843000,0.000000000000000,0.756862745098000,0.847058823529000,0.866666666667000,0.309803921569000,0.309803921569000,0.254901960784000
,210,0.000000000000000,9,10,0,59,0,255,9,Deciduous Forest,10,Evergreen Forest,Deciduous Forest to Evergreen Forest,910,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.227450980392000,0.000000000000000
,211,0.000000000000000,9,11,8,161,59,255,9,Deciduous Forest,11,Mixed Forest,Deciduous Forest to Mixed Forest,911,0.000000000000000,0.949019607843000,0.000000000000000,0.027450980392200,0.627450980392000,0.227450980392000,0.027450980392200,0.627450980392000,0.227450980392000
,212,0.000000000000000,9,12,110,110,0,255,9,Deciduous Forest,12,Scrub/Shrub,Deciduous Forest to Scrub/Shrub,912,0.000000000000000,0.949019607843000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000
,213,0.000000000000000,9,13,0,92,92,255,9,Deciduous Forest,13,Palustrine Forested Wetland,Deciduous Forest to Palustrine Forested Wetland,913,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.356862745098000,0.356862745098000
,214,0.000000000000000,9,14,242,110,0,255,9,Deciduous Forest,14,Palustrine Scrub/Shrub Wetland,Deciduous Forest to Palustrine Scrub/Shrub Wetland,914,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000
,215,0.000000000000000,9,15,242,0,242,255,9,Deciduous Forest,15,Palustrine Emergent Wetland,Deciduous Forest to Palustrine Emergent Wetland,915,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000
,216,0.000000000000000,9,16,61,0,61,255,9,Deciduous Forest,16,Estuarine Forested Wetland,Deciduous Forest to Estuarine Forested Wetland,916,0.000000000000000,0.949019607843000,0.000000000000000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000
,217,0.000000000000000,9,17,110,0,110,255,9,Deciduous Forest,17,Estuarine Scrub/Shrub Wetland,Deciduous Forest to Estuarine Scrub/Shrub Wetland,917,0.000000000000000,0.949019607843000,0.000000000000000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000
,218,0.000000000000000,9,18,176,0,176,255,9,Deciduous Forest,18,Estuarine Emergent Wetland,Deciduous Forest to Estuarine Emergent Wetland,918,0.000000000000000,0.949019607843000,0.000000000000000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000
,219,0.000000000000000,9,19,0,242,242,255,9,Deciduous Forest,19,Unconsolidated Shore,Deciduous Forest to Unconsolidated Shore,919,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000
,220,0.000000000000000,9,20,242,242,0,255,9,Deciduous Forest,20,Bare Land,Deciduous Forest to Bare Land,920,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000
,221,0.000000000000000,9,21,0,0,120,255,9,Deciduous Forest,21,Water,Deciduous Forest to Water,921,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000
,222,0.000000000000000,9,22,0,0,242,255,9,Deciduous Forest,22,Palustrine Aquatic Bed,Deciduous Forest to Palustrine Aquatic Bed,922,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000
,223,0.000000000000000,9,23,102,117,219,255,9,Deciduous Forest,23,Estuarine Aquatic Bed,Deciduous Forest to Estuarine Aquatic Bed,923,0.000000000000000,0.949019607843000,0.000000000000000,0.400000000000000,0.458823529412000,0.858823529412000,0.400000000000000,0.458823529412000,0.858823529412000
,224,0.000000000000000,9,24,250,209,0,255,9,Deciduous Forest,24,Tundra,Deciduous Forest to Tundra,924,0.000000000000000,0.949019607843000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000
,225,0.000000000000000,9,25,171,250,240,255,9,Deciduous Forest,25,Snow/Ice,Deciduous Forest to Snow/Ice,925,0.000000000000000,0.949019607843000,0.000000000000000,0.666666666667000,0.976470588235000,0.937254901961000,0.666666666667000,0.976470588235000,0.937254901961000
,226,0.000000000000000,10,1,0,0,0,255,10,Evergreen Forest,1,Unclassified,Evergreen Forest to Unclassified,1001,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
,227,28.000000000000000,10,2,242,242,242,255,10,Evergreen Forest,2,High Intensity Developed,Evergreen Forest to High Intensity Developed,1002,0.000000000000000,0.227450980392000,0.000000000000000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000
,228,134.000000000000000,10,3,168,153,168,255,10,Evergreen Forest,3,Medium Intensity Developed,Evergreen Forest to Medium Intensity Developed,1003,0.000000000000000,0.227450980392000,0.000000000000000,0.658823529412000,0.600000000000000,0.658823529412000,0.658823529412000,0.600000000000000,0.658823529412000
,229,535.000000000000000,10,4,143,117,125,255,10,Evergreen Forest,4,Low Intensity Developed,Evergreen Forest to Low Intensity Developed,1004,0.000000000000000,0.227450980392000,0.000000000000000,0.556862745098000,0.458823529412000,0.486274509804000,0.556862745098000,0.458823529412000,0.486274509804000
,230,596.000000000000000,10,5,194,204,56,255,10,Evergreen Forest,5,Developed Open Space,Evergreen Forest to Developed Open Space,1005,0.000000000000000,0.227450980392000,0.000000000000000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000
,231,7.000000000000000,10,6,84,33,0,255,10,Evergreen Forest,6,Cultivated,Evergreen Forest to Cultivated,1006,0.000000000000000,0.227450980392000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000
,232,66.000000000000000,10,7,194,161,79,255,10,Evergreen Forest,7,Pasture/Hay,Evergreen Forest to Pasture/Hay,1007,0.000000000000000,0.227450980392000,0.000000000000000,0.756862745098000,0.627450980392000,0.309803921569000,0.756862745098000,0.627450980392000,0.309803921569000
,233,94.000000000000000,10,8,242,186,135,255,10,Evergreen Forest,8,Grassland,Evergreen Forest to Grassland,1008,0.000000000000000,0.227450980392000,0.000000000000000,0.949019607843000,0.729411764706000,0.529411764706000,0.949019607843000,0.729411764706000,0.529411764706000
,234,0.000000000000000,10,9,0,242,0,255,10,Evergreen Forest,9,Deciduous Forest,Evergreen Forest to Deciduous Forest,1009,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000
,235,700218.000000000000000,10,10,194,217,222,255,10,Evergreen Forest,10,Evergreen Forest,Evergreen Forest to Evergreen Forest,1010,0.000000000000000,0.227450980392000,0.000000000000000,0.756862745098000,0.847058823529000,0.866666666667000,0.309803921569000,0.309803921569000,0.254901960784000
,236,0.000000000000000,10,11,8,161,59,255,10,Evergreen Forest,11,Mixed Forest,Evergreen Forest to Mixed Forest,1011,0.000000000000000,0.227450980392000,0.000000000000000,0.027450980392200,0.627450980392000,0.227450980392000,0.027450980392200,0.627450980392000,0.227450980392000
,237,285.000000000000000,10,12,110,110,0,255,10,Evergreen Forest,12,Scrub/Shrub,Evergreen Forest to Scrub/Shrub,1012,0.000000000000000,0.227450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000
,238,0.000000000000000,10,13,0,92,92,255,10,Evergreen Forest,13,Palustrine Forested Wetland,Evergreen Forest to Palustrine Forested Wetland,1013,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.356862745098000,0.356862745098000,0.000000000000000,0.356862745098000,0.356862745098000
,239,0.000000000000000,10,14,242,110,0,255,10,Evergreen Forest,14,Palustrine Scrub/Shrub Wetland,Evergreen Forest to Palustrine Scrub/Shrub Wetland,1014,0.000000000000000,0.227450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000,0.949019607843000,0.427450980392000,0.000000000000000
,240,0.000000000000000,10,15,242,0,242,255,10,Evergreen Forest,15,Palustrine Emergent Wetland,Evergreen Forest to Palustrine Emergent Wetland,1015,0.000000000000000,0.227450980392000,0.000000000000000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000
,241,0.000000000000000,10,16,61,0,61,255,10,Evergreen Forest,16,Estuarine Forested Wetland,Evergreen Forest to Estuarine Forested Wetland,1016,0.000000000000000,0.227450980392000,0.000000000000000,0.235294117647000,0.000000000000000,0.235294117647000,0.235294117647000,0.000000000000000,0.235294117647000
,242,0.000000000000000,10,17,110,0,110,255,10,Evergreen Forest,17,Estuarine Scrub/Shrub Wetland,Evergreen Forest to Estuarine Scrub/Shrub Wetland,1017,0.000000000000000,0.227450980392000,0.000000000000000,0.427450980392000,0.000000000000000,0.427450980392000,0.427450980392000,0.000000000000000,0.427450980392000
,243,0.000000000000000,10,18,176,0,176,255,10,Evergreen Forest,18,Estuarine Emergent Wetland,Evergreen Forest to Estuarine Emergent Wetland,1018,0.000000000000000,0.227450980392000,0.000000000000000,0.686274509804000,0.000000000000000,0.686274509804000,0.686274509804000,0.000000000000000,0.686274509804000
,244,0.000000000000000,10,19,0,242,242,255,10,Evergreen Forest,19,Unconsolidated Shore,Evergreen Forest to Unconsolidated Shore,1019,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000
,245,30.000000000000000,10,20,242,242,0,255,10,Evergreen Forest,20,Bare Land,Evergreen Forest to Bare Land,1020,0.000000000000000,0.227450980392000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000,0.949019607843000,0.949019607843000,0.000000000000000
,246,4.000000000000000,10,21,0,0,120,255,10,Evergreen Forest,21,Water,Evergreen Forest to Water,1021,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.466666666667000,0.000000000000000,0.000000000000000,0.466666666667000
,247,0.000000000000000,10,22,0,0,242,255,10,Evergreen Forest,22,Palustrine Aquatic Bed,Evergreen Forest to Palustrine Aquatic Bed,1022,0.000000000000000,0.227450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.949019607843000,0.000000000000000,0.000000000000000,0.949019607843000
,248,0.000000000000000,10,23,102,117,219,255,10,Evergreen Forest,23,Estuarine Aquatic Bed,Evergreen Forest to Estuarine Aquatic Bed,1023,0.000000000000000,0.227450980392000,0.000000000000000,0.400000000000000,0.458823529412000,0.858823529412000,0.400000000000000,0.458823529412000,0.858823529412000
,249,0.000000000000000,10,24,250,209,0,255,10,Evergreen Forest,24,Tundra,Evergreen Forest to Tundra,1024,0.000000000000000,0.227450980392000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000,0.976470588235000,0.819607843137000,0.000000000000000
,250,0.000000000000000,10,25,171,250,240,255,10,Evergreen Forest,25,Snow/Ice,Evergreen Forest to Snow/Ice,1025,0.000000000000000,0.227450980392000,0.000000000000000,0.666666666667000,0.976470588235000,0.937254901961000,0.666666666667000,0.976470588235000,0.937254901961000
,251,0.000000000000000,11,1,0,0,0,255,11,Mixed Forest,1,Unclassified,Mixed Forest to Unclassified,1101,0.027450980392200,0.627450980392000,0.227450980392000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
,252,0.000000000000000,11,2,242,242,242,255,11,Mixed Forest,2,High Intensity Developed,Mixed Forest to High Intensity Developed,1102,0.027450980392200,0.627450980392000,0.227450980392000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000,0.949019607843000
,253,0.000000000000000,11,3,168,153,168,255,11,Mixed Forest,3,Medium Intensity Developed,Mixed Forest to Medium Intensity Developed,1103,0.027450980392200,0.627450980392000,0.227450980392000,0.658823529412000,0.600000000000000,0.658823529412000,0.658823529412000,0.600000000000000,0.658823529412000
,254,0.000000000000000,11,4,143,117,125,255,11,Mixed Forest,4,Low Intensity Developed,Mixed Forest to Low Intensity Developed,1104,0.027450980392200,0.627450980392000,0.227450980392000,0.556862745098000,0.458823529412000,0.486274509804000,0.556862745098000,0.458823529412000,0.486274509804000
,255,0.000000000000000,11,5,194,204,56,255,11,Mixed Forest,5,Developed Open Space,Mixed Forest to Developed Open Space,1105,0.027450980392200,0.627450980392000,0.227450980392000,0.756862745098000,0.800000000000000,0.219607843137000,0.756862745098000,0.800000000000000,0.219607843137000
,256,0.000000000000000,11,6,84,33,0,255,11,Mixed Forest,6,Cultivated,Mixed Forest to Cultivated,1106,0.027450980392200,0.627450980392000,0.227450980392000,0.329411764706000,0.125490196078000,0.000000000000000,0.329411764706000,0.125490196078000,0.000000000000000
