"StratumID","SecondaryStratumID","DistributionTypeID","ExternalVariableTypeID","ExternalVariableMin","ExternalVariableMax","Value"
"Dry","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0
"Dry","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0
"Dry","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0
"Dry","Lana'i","Historical Rate: Fire Agriculture","Historical Year: Fire",4,4,0
"Mesic","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0
"Mesic","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0
"Mesic","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0
"Wet","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0
"Wet","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0
"Wet","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0
"Dry","Maui","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0.000922934933087217
"Dry","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0.0975029726516052
"Dry","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0.0690553745928339
"Dry","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",4,4,0.00415692387633152
"Dry","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",4,4,0
"Mesic","Maui","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0.000245098039215686
"Mesic","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0.00929839391377853
"Mesic","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0.000777000777000777
"Mesic","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",4,4,0
"Mesic","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",4,4,0
"Wet","Maui","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0
"Wet","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0
"Wet","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0
"Wet","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",4,4,0
"Dry","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0
"Dry","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0
"Dry","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0
"Dry","Moloka'i","Historical Rate: Fire Agriculture","Historical Year: Fire",4,4,0
"Dry","Moloka'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",4,4,0
"Mesic","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0
"Mesic","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0
"Mesic","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0
"Mesic","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",4,4,0
"Wet","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0
"Wet","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0
"Wet","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0
"Wet","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",4,4,0
"Dry","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0.00797872340425532
"Dry","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0.0231111111111111
"Dry","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0.00777604976671851
"Dry","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",4,4,0
"Dry","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",4,4,0
"Dry","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",4,4,0
"Mesic","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0
"Mesic","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0
"Mesic","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0
"Mesic","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",4,4,0
"Mesic","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",4,4,0
"Mesic","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",4,4,0
"Wet","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",4,4,0
"Wet","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",4,4,0
"Wet","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",4,4,0
"Wet","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",4,4,0
"Dry","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0.00762631077216397
"Dry","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0.0442820768294033
"Dry","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0.00345408593091828
"Dry","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0.0505050505050505
"Dry","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0.0206185567010309
"Dry","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",5,5,0
"Mesic","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,7.27537286285922e-05
"Mesic","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,8.68281670573934e-05
"Mesic","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Mesic","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0
"Mesic","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0
"Mesic","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",5,5,0
"Wet","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Wet","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Wet","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Wet","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0
"Wet","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0
"Wet","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",5,5,0
"Dry","Kaho'olawe","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Dry","Kaho'olawe","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Dry","Kaho'olawe","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Dry","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Dry","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0.00367647058823529
"Dry","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0.000653167864141084
"Dry","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0
"Dry","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0.00705716302046577
"Dry","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",5,5,0
"Mesic","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Mesic","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Mesic","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Mesic","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0
"Mesic","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0.00133155792276964
"Mesic","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",5,5,0
"Wet","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Wet","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Wet","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Wet","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0
"Wet","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0
"Dry","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Dry","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Dry","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Dry","Lana'i","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0
"Mesic","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Mesic","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Mesic","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Wet","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Wet","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Wet","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Dry","Maui","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0.00876788186432857
"Dry","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0.0194213238208482
"Dry","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0.112052117263844
"Dry","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0.0124707716289945
"Dry","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",5,5,0
"Mesic","Maui","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0.0215686274509804
"Mesic","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0.00126796280642434
"Mesic","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0.020979020979021
"Mesic","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0
"Mesic","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",5,5,0
"Wet","Maui","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Wet","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Wet","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Wet","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0
"Dry","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0.00290065264684554
"Dry","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0.0151898734177215
"Dry","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0.011116367076632
"Dry","Moloka'i","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0
"Dry","Moloka'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",5,5,0
"Mesic","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Mesic","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Mesic","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Mesic","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0
"Wet","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Wet","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Wet","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Wet","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0
"Dry","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0.0445478723404255
"Dry","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0.0453333333333333
"Dry","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0.0456194919647486
"Dry","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0
"Dry","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0.0493827160493827
"Dry","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",5,5,0.0185185185185185
"Mesic","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0.000565291124929339
"Mesic","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0.00529100529100529
"Mesic","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0.00130208333333333
"Mesic","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0
"Mesic","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",5,5,0.00694444444444444
"Mesic","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",5,5,0
"Wet","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",5,5,0
"Wet","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",5,5,0
"Wet","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",5,5,0
"Wet","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",5,5,0
"Dry","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Dry","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0.000110705192073508
"Dry","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Dry","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0
"Dry","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Dry","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",6,6,0
"Mesic","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0.00822117133503092
"Mesic","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0.00477554918815664
"Mesic","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0.000312174817898023
"Mesic","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0
"Mesic","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Mesic","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",6,6,0
"Wet","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Wet","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Wet","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Wet","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0
"Wet","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Wet","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",6,6,0
"Dry","Kaho'olawe","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Dry","Kaho'olawe","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Dry","Kaho'olawe","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Dry","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Dry","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0.0128676470588235
"Dry","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0.000653167864141084
"Dry","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0
"Dry","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0.00211714890613973
"Dry","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",6,6,0
"Mesic","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Mesic","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Mesic","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Mesic","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0
"Mesic","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Mesic","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",6,6,0
"Wet","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Wet","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Wet","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Wet","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0
"Wet","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Dry","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Dry","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Dry","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Dry","Lana'i","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Mesic","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Mesic","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Mesic","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Wet","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Wet","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Wet","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Dry","Maui","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Dry","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Dry","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Dry","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Dry","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",6,6,0
"Mesic","Maui","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Mesic","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Mesic","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Mesic","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Mesic","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",6,6,0
"Wet","Maui","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Wet","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Wet","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Wet","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Dry","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0.0253807106598985
"Dry","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0.010126582278481
"Dry","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0.100520340586566
"Dry","Moloka'i","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Dry","Moloka'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",6,6,0
"Mesic","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0.00160642570281125
"Mesic","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Mesic","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0.0554272517321016
"Mesic","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0.0827067669172932
"Wet","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Wet","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Wet","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Wet","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0
"Dry","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0.00997340425531915
"Dry","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0.00977777777777778
"Dry","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0.00622083981337481
"Dry","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0
"Dry","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Dry","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",6,6,0
"Mesic","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Mesic","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Mesic","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Mesic","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0
"Mesic","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",6,6,0
"Mesic","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",6,6,0
"Wet","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",6,6,0
"Wet","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",6,6,0
"Wet","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",6,6,0
"Wet","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",6,6,0
"Dry","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0.00405147759771211
"Dry","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0.00586737517989594
"Dry","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0.00791912384161752
"Dry","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",7,7,0
"Dry","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0.195876288659794
"Dry","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",7,7,0.192307692307692
"Mesic","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0.000145507457257184
"Mesic","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0.000434140835286967
"Mesic","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0.00218522372528616
"Mesic","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",7,7,0
"Mesic","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0.00709219858156028
"Mesic","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",7,7,0.00195503421309873
"Wet","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Wet","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Wet","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Wet","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",7,7,0
"Wet","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0
"Wet","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",7,7,0
"Dry","Kaho'olawe","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Dry","Kaho'olawe","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Dry","Kaho'olawe","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Dry","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0.00754147812971342
"Dry","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Dry","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0.0424559111691705
"Dry","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",7,7,0.25
"Dry","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0.0409315455187015
"Dry","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",7,7,0
"Mesic","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0.00499300978629918
"Mesic","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Mesic","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0.000918273645546373
"Mesic","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",7,7,0.136752136752137
"Mesic","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0
"Mesic","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",7,7,0
"Wet","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Wet","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Wet","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Wet","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",7,7,0
"Wet","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0
"Dry","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Dry","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Dry","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Dry","Lana'i","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0
"Mesic","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Mesic","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Mesic","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Wet","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Wet","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Wet","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Dry","Maui","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Dry","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Dry","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Dry","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0
"Dry","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",7,7,0
"Mesic","Maui","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Mesic","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Mesic","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Mesic","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0
"Mesic","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",7,7,0
"Wet","Maui","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Wet","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Wet","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Wet","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0
"Dry","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Dry","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Dry","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0.00141911069063387
"Dry","Moloka'i","Historical Rate: Fire Agriculture","Historical Year: Fire",7,7,0
"Dry","Moloka'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",7,7,0
"Mesic","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Mesic","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Mesic","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Mesic","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",7,7,0
"Wet","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0
"Wet","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",7,7,0
"Wet","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",7,7,0
"Wet","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",7,7,0
"Dry","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",7,7,0.0186170212765957
